,feature,global_morans_i,global_p_value,global_z_score,mean_local_i,significant_clusters,percent_significant
599,Population_20_to_64_years_labor_force_2012,0.5541074472406183,0.001,53.77868056551537,0.5539287605436689,1191,38.40696549500161
634,Population_16_years_and_over_labor_force_2016,0.5540592496258696,0.001,49.61768998125267,0.5538805784715239,1262,40.69654950016124
1358,pct_Some other race alone_2012,0.5538285646690246,0.001,52.77172527913059,0.5536499679051842,1120,36.11738148984199
904,75000_or_more_renter_occupied_housing_units_2012,0.553729568313291,0.001,52.90638097546265,0.5535510034734609,880,28.37794259916156
727,Population_16_years_and_over_labor_force_2020,0.5534987804515846,0.001,52.91898196595607,0.5533202900354443,1237,39.89035794904869
995,75000_or_more_renter_occupied_housing_units_2016,0.553228675042444,0.001,52.54375790305477,0.5530502717289831,900,29.022895840051593
616,Population_25_to_64_years_unemployment_rate_2012,0.553213477501799,0.001,49.61626115005461,0.5530350790891896,1228,39.60012899064817
1162,labor_force_participation_rate_nonveterans_2012,0.5525975592506435,0.001,52.15762160529838,0.5524193594572702,1218,39.27765237020316
580,One_race_labor_force_2012,0.5513467705228503,0.001,50.16050959234436,0.5511689740795988,1231,39.696871976781686
556,Population_16_years_and_over_labor_force_2012,0.5513147108920984,0.001,51.22594533539196,0.5511369247873281,1193,38.471460819090616
834,100000_to_149999_occupied_housing_units_2012,0.5504356505486067,0.001,49.66961754514953,0.5502581479202455,1020,32.892615285391805
1369,pct_Asian alone_2020,0.549005573342857,0.001,51.40291645695708,0.5488285318809597,554,17.865204772653982
568,45_to_54_years_labor_force_2012,0.5466582197070957,0.001,50.60507895810653,0.546481935211866,1221,39.37439535633666
648,45_to_54_years_labor_force_2016,0.5460326654757004,0.001,49.897527477514956,0.5458565827070851,1177,37.95549822637859
706,With_any_disability_labor_force_2016,0.5458900790740269,0.001,51.94598956283987,0.5457140422861925,1279,41.24475975491777
842,median_household_income_dollars_renter_occupied_housing_units_2012,0.5448951070995761,0.001,51.253559333404205,0.5447193911669416,1016,32.7636246372138
679,Population_20_to_64_years_labor_force_2016,0.5428678426737013,0.001,50.55365645579436,0.5426927804864476,1203,38.79393743953564
941,100000_to_149999_occupied_housing_units_2016,0.5420920515664365,0.001,50.802252406684225,0.5419172395536771,1087,35.05320864237343
1551,INDUSTRY_professional_scientific_and_management_and_administrative_and_waste_management_services_percent_2016,0.5415750705558369,0.001,50.3989071648464,0.5414004252573666,903,29.119638826185103
981,less_than_20_percent_occupied_housing_units_2016,0.5410999155005473,0.001,48.58399514056751,0.5409254234284736,1130,36.439858110287005
942,100000_to_149999_owner_occupied_housing_units_2016,0.5379374366328755,0.001,49.95883004030026,0.5377639643862994,1058,34.118026443082876
989,30_percent_or_more_renter_occupied_housing_units_2016,0.5370386241441653,0.001,49.664889603849495,0.5368654417436028,209,6.739761367300871
636,Population_16_years_and_over_unemployment_rate_2016,0.5352471786945561,0.001,48.44095318805651,0.5350745739932679,1104,35.60141889712996
134,per_point_diff_2016,0.5352133210298504,0.001,48.2673279021924,0.5350407272468676,1292,41.66397936149629
1651,INDUSTRY_professional_scientific_and_management_and_administrative_and_waste_management_services_percent_2020,0.5342614139229913,0.001,49.900805662699256,0.5340891271077952,942,30.37729764592067
1366,pct_Two or more races:_2016,0.5337659378726217,0.001,48.49624505134225,0.533593810836868,762,24.572718477910353
982,less_than_20_percent_owner_occupied_housing_units_2016,0.5330886743952932,0.001,49.15473393242586,0.5329167657611766,1134,36.56884875846501
791,Population_25_to_64_years_labor_force_2020,0.5329115563625989,0.001,48.65280655652911,0.5327397048449071,1184,38.181231860690104
767,Population_20_to_64_years_labor_force_2020,0.529199186184867,0.001,50.812212204847576,0.529028531819764,1121,36.14962915188649
1372,pct_Some other race alone_2020,0.5289879322515314,0.001,49.43017766101306,0.5288173460108827,958,30.893260238632696
917,5000_to_9999_occupied_housing_units_2016,0.5288358146297452,0.001,51.001375319846524,0.528665277443473,1058,34.118026443082876
1365,pct_Some other race alone_2016,0.5282824422300906,0.001,50.28005984310062,0.5281120834934796,1029,33.182844243792324
856,400_to_499_owner_occupied_housing_units_2012,0.5278453724878837,0.001,48.44801436645059,0.5276751546960462,947,30.538535956143182
716,High_school_graduate_includes_equivalency_employed_2016,0.5278055138728999,0.001,48.89595335561635,0.5276353089345339,1088,35.08545630441793
622,High_school_graduate_includes_equivalency_employed_2012,0.5276958380380041,0.001,49.62959884231209,0.5275256684675307,1206,38.89068042566914
720,Some_college_or_associate's_degree_employed_2016,0.5266791091226218,0.001,49.821078885118304,0.526509267423453,1154,37.21380199935504
626,Some_college_or_associate's_degree_employed_2012,0.5262294229448411,0.001,50.16565694755654,0.5260597262589511,1106,35.66591422121896
666,White_alone_unemployment_rate_2016,0.5260638464143761,0.001,48.49840162745635,0.5258942031230459,1093,35.24669461464044
677,White_alone_not_Hispanic_or_Latino_unemployment_rate_2016,0.5233490315505671,0.001,49.29747255947477,0.5231802637235595,1122,36.18187681393099
1506,INDUSTRY_employed_OCCUPATION_production_transportation_and_material_moving_occupations_percent_2016,0.5215003224446008,0.001,49.20217727749165,0.5213321507830577,1115,35.956143179619474
1406,INDUSTRY_employed_OCCUPATION_production_transportation_and_material_moving_occupations_percent_2012,0.521084487334223,0.001,46.440838013612996,0.520916449769781,1149,37.05256368913254
1392,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_OCCUPATION_management_business_science_and_arts_occupations_percent_2012,0.5200102704507019,0.001,48.96268273249263,0.5198425792960902,1228,39.60012899064817
874,1000_to_1499_owner_occupied_housing_units_2012,0.519548825696734,0.001,48.384363166678625,0.5193812833472673,1169,37.69751693002257
681,Population_20_to_64_years_unemployment_rate_2016,0.5189903048453467,0.001,48.83658255871826,0.5188229426057964,1110,35.79490486939697
1736,religion_united_methodist_church_percent_adherents_of_total_population,0.5189242721648254,0.001,48.15792328960253,0.5187569312192707,1120,36.11738148984199
747,65_to_74_years_employed_2020,0.5184164074719805,0.001,48.98985615011207,0.5182492303009157,1110,35.79490486939697
1148,high_school_graduate_includes_equivalency_total_2012,0.5171738570727649,0.001,48.88388806631115,0.5170070805951535,1002,32.312157368590775
13,"Percent of adults with a high school diploma only, 2008-12",0.5161641394054598,0.001,50.11339465583636,0.5159976885381894,1019,32.86036762334731
746,65_to_74_years_labor_force_2020,0.5152838252500075,0.001,49.63483928641743,0.515117658263471,1154,37.21380199935504
1093,male_nonveterans_2012,0.5145218869285437,0.001,47.78503876419884,0.5143559656493021,1078,34.76297968397291
991,20000_to_34999_owner_occupied_housing_units_2016,0.5123090947973996,0.001,47.283694811841535,0.5121438870918861,1004,32.376652692679784
1107,75_years_and_over_total_2012,0.5109512405312411,0.001,47.130558525516996,0.5107864707019825,996,32.11867139632377
956,500_to_799_renter_occupied_housing_units_2016,0.5101280015929117,0.001,47.46826922440404,0.5099634972389637,1003,32.34440503063528
811,5000_to_9999_owner_occupied_housing_units_2012,0.5083647789779232,0.001,47.78340825919875,0.508200843222045,1053,33.95678813286037
249,75 years and over_total_2012,0.5082583921491718,0.001,46.75428299423182,0.5080944907005587,1001,32.27990970654628
247,75 years and over_female_2012,0.5082020721325421,0.001,46.92639911915521,0.5080381888458175,928,29.925830377297647
961,1000_to_1499_owner_occupied_housing_units_2016,0.5080738097817649,0.001,50.26198294466129,0.5079099678566499,1209,38.987423411802645
605,Male_unemployment_rate_2012,0.5077539529257026,0.001,47.34624450284517,0.5075902141469455,1149,37.05256368913254
1606,INDUSTRY_employed_OCCUPATION_production_transportation_and_material_moving_occupations_percent_2020,0.5048366871631706,0.001,47.21949572654201,0.5046738891344176,1153,37.181554337310544
971,2500_to_2999_renter_occupied_housing_units_2016,0.5029837381346447,0.001,46.32468705573299,0.5028215376386322,352,11.351177039664623
953,300_to_499_renter_occupied_housing_units_2016,0.5025674609756527,0.001,45.762331637343905,0.5024053947192917,1127,36.3431151241535
1150,high_school_graduate_includes_equivalency_nonveterans_2012,0.5022486374185197,0.001,47.44515711263146,0.5020866739753017,1039,33.50532086423734
712,Population_25_to_64_years_unemployment_rate_2016,0.49843485279290545,0.001,46.733654822747454,0.49827411920606474,1108,35.730409545307964
1492,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_OCCUPATION_management_business_science_and_arts_occupations_percent_2016,0.49801143736370435,0.001,45.708862769502566,0.4978508403184404,1168,37.665269267978076
890,less_than_20_percent_occupied_housing_units_2012,0.4954390761604722,0.001,48.22636278036281,0.49527930864155567,1014,32.6991293131248
858,500_to_599_occupied_housing_units_2012,0.49282395982187016,0.001,46.747047962932115,0.4926650356168326,961,30.990003224766205
1109,75_years_and_over_nonveterans_2012,0.4916857634893968,0.001,46.620939309071666,0.4915272063260659,943,30.409545307965175
900,20000_to_34999_owner_occupied_housing_units_2012,0.49149485310615737,0.001,43.58144336374897,0.4913363575069616,964,31.086746210899708
1716,religion_united_methodist_church_percent_adherents_of_total_adherents,0.48917800979692516,0.001,45.60725724659187,0.48902026132552995,1133,36.536601096420505
609,Female_unemployment_rate_2012,0.4841227657150921,0.001,45.67737914667164,0.48396664744172396,1150,37.08481135117704
604,Male_employed_2012,0.48227239727423843,0.001,44.29010455078893,0.48211687570143164,1098,35.40793292486295
1698,religion_american_baptist_churches_in_the_usa_percent_adherents_of_total_adherents,0.4821168468700224,0.001,43.95091504991363,0.48196137545858425,1395,44.98548855207997
891,less_than_20_percent_owner_occupied_housing_units_2012,0.4821048118614812,0.001,44.04354410806465,0.48194934433105174,1073,34.60174137375041
684,Male_employed_2016,0.4808436955105313,0.001,45.33900860016419,0.4806886346606408,1104,35.60141889712996
715,High_school_graduate_includes_equivalency_labor_force_2016,0.47793602370270366,0.001,44.54186850553813,0.4777819005089911,1119,36.085133827797485
621,High_school_graduate_includes_equivalency_labor_force_2012,0.47722661600412064,0.001,45.49418353458785,0.4770727215778053,1122,36.18187681393099
898,30_percent_or_more_renter_occupied_housing_units_2012,0.4752425349245408,0.001,45.066473683316396,0.4750892803179866,301,9.706546275395034
692,With_own_children_under_18_years_employed_2016,0.47326053357714615,0.001,44.62485030530473,0.4731079181196881,1036,33.40857787810384
719,Some_college_or_associate's_degree_labor_force_2016,0.4728351059365988,0.001,43.05603872247203,0.47268262766960856,1094,35.27894227668494
814,10000_to_14999_owner_occupied_housing_units_2012,0.4707508700740118,0.001,44.33740618877914,0.4705990639243587,1064,34.31151241534989
248,75 years and over_male_2012,0.4699606489914059,0.001,43.33570261399782,0.46980909766957707,1025,33.05385359561432
1707,religion_lutheran_church__missouri_synod_percent_adherents_of_total_adherents,0.46995962770844624,0.001,43.11890634981656,0.46980807671595726,1175,37.891002902289586
921,10000_to_14999_owner_occupied_housing_units_2016,0.46966125670974984,0.001,43.04814800002262,0.46950980193493214,1104,35.60141889712996
625,Some_college_or_associate's_degree_labor_force_2012,0.46843063916672034,0.001,45.07089636071896,0.4682795812372889,1062,34.247017091260886
1074,30_percent_or_more_owner_occupied_housing_units_2020,0.468425317435767,0.001,50.20317036886376,0.4682742612224694,827,26.668816510802966
1057,2500_to_2999_owner_occupied_housing_units_2020,0.4666632106077157,0.001,45.55750081827247,0.4665127226326729,790,25.475653015156404
920,10000_to_14999_occupied_housing_units_2016,0.46610560370107884,0.001,41.89401224510847,0.4659552955412267,1026,33.08610125765882
342,75 years and over_female_2016,0.4643716473413401,0.001,43.639416024094295,0.4642218983418751,964,31.086746210899708
1060,3000_or_more_owner_occupied_housing_units_2020,0.4597524736156236,0.001,45.995545112600844,0.45960421419169084,824,26.57207352466946
255,85 years and over_total_2012,0.45904369911206155,0.001,41.754625184856785,0.4588956682513353,974,31.409222831344728
797,High_school_graduate_includes_equivalency_employed_2020,0.4587213670590855,0.001,41.355084097343244,0.4585734401429104,987,31.82844243792325
813,10000_to_14999_occupied_housing_units_2012,0.45821814194026367,0.001,43.32064271195062,0.4580703773024241,918,29.60335375685263
1073,30_percent_or_more_occupied_housing_units_2020,0.4576882553796329,0.001,46.55973828564535,0.4575406616178208,844,27.2170267655595
1071,20_to_29_percent_owner_occupied_housing_units_2020,0.4573579881253104,0.001,46.474187470593456,0.45721050086696624,881,28.410190261206065
104,Med_HH_Income_Percent_of_State_Total_2021,0.4571348376226718,0.001,43.65157828463073,0.45698742232514755,913,29.44211544663012
1056,2500_to_2999_occupied_housing_units_2020,0.4562807986531003,0.001,46.19457243866512,0.45613365876317646,835,26.92679780715898
344,75 years and over_total_2016,0.45587660096584665,0.001,41.77027972352443,0.4557295914202273,919,29.635601418897128
918,5000_to_9999_owner_occupied_housing_units_2016,0.4551238391398615,0.001,44.18096439850245,0.4549770723423317,980,31.60270880361174
1059,3000_or_more_occupied_housing_units_2020,0.45511416751074596,0.001,46.308424479497255,0.4549674038320904,799,25.765881973556915
1727,religion_lutheran_church__missouri_synod_percent_adherents_of_total_population,0.4540723775168627,0.001,40.070454774988214,0.45392594979112355,1100,35.47242824895195
685,Male_unemployment_rate_2016,0.44917443085947745,0.001,42.219316441574804,0.4490295826070235,984,31.731699451789748
689,Female_unemployment_rate_2016,0.44754530617043187,0.001,42.136312141284144,0.44740098327260186,1042,33.60206385037085
566,25_to_44_years_unemployment_rate_2012,0.4475153168120954,0.001,41.77713594877778,0.44737100358513254,1051,33.892292808771366
990,20000_to_34999_occupied_housing_units_2016,0.4471585067910657,0.001,39.94997690270727,0.4470143086269924,869,28.023218316672043
129,votes_gop_2016,0.4434827295354328,0.001,41.126969330092585,0.4433397167235863,896,28.893905191873586
801,Some_college_or_associate's_degree_employed_2020,0.4433015229990812,0.001,42.19759356124035,0.4431585686221062,987,31.82844243792325
253,85 years and over_female_2012,0.44312274042098226,0.001,42.46616888614602,0.442979843697209,894,28.829409867784584
238,65 years and over_female_2012,0.4426752529722577,0.001,42.40637567908172,0.4425325005527246,873,28.15220896485005
565,25_to_44_years_employed_2012,0.4418927941353741,0.001,40.47345403809357,0.44175029404052235,1009,32.53789100290229
857,400_to_499_renter_occupied_housing_units_2012,0.44171168050744275,0.001,41.48190017667832,0.4415692388175016,1030,33.21509190583682
619,Less_than_high_school_graduate_employed_2012,0.4411691980176486,0.001,42.1436074302775,0.4410269312656274,1039,33.50532086423734
772,Male_employed_2020,0.4407562152080465,0.001,41.63271617341109,0.440614081633326,1079,34.79522734601741
1033,150000_or_more_owner_occupied_housing_units_2020,0.44062058128436743,0.001,41.070593135481445,0.4404784914484163,773,24.92744276039987
831,75000_to_99999_occupied_housing_units_2012,0.43908063348965376,0.001,41.02041732999756,0.43893904025086317,1052,33.92454047081587
1070,20_to_29_percent_occupied_housing_units_2020,0.43860013997820774,0.001,43.25390932726816,0.43845870168734086,817,26.34633989035795
1032,150000_or_more_occupied_housing_units_2020,0.4384707561264661,0.001,44.10595918017775,0.4383293595588664,787,25.378910029022894
882,no_cash_rent_occupied_housing_units_2012,0.43700244707736496,0.001,38.472969299157434,0.4368615240051054,1049,33.82779748468236
796,High_school_graduate_includes_equivalency_labor_force_2020,0.4363661890381378,0.001,40.303761099880646,0.4362254711442203,1055,34.02128345694937
924,15000_to_19999_owner_occupied_housing_units_2016,0.4362730517067667,0.001,39.10787934621446,0.436132363847461,1033,33.311834891970335
1149,high_school_graduate_includes_equivalency_veterans_2012,0.4354918188109499,0.001,38.68269605742898,0.4353513828809883,1015,32.731376975169304
1053,2000_to_2499_occupied_housing_units_2020,0.4348344707895681,0.001,44.44093710718947,0.4346942468389748,873,28.15220896485005
1054,2000_to_2499_owner_occupied_housing_units_2020,0.4348275278299324,0.001,42.418516283701656,0.43468730611828127,911,29.377620122541114
1377,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_total_2012,0.43405900390307534,0.001,44.28394175225391,0.43391903002242294,651,20.993227990970656
938,75000_to_99999_occupied_housing_units_2016,0.4326673535343748,0.001,40.23067926038707,0.4325278284284302,1068,34.44050306352789
1108,75_years_and_over_veterans_2012,0.43257484629729714,0.001,40.52398564001717,0.4324353510227736,902,29.0873911641406
704,At_or_above_the_poverty_level_unemployment_rate_2016,0.432161639747937,0.001,40.38539277003052,0.4320222777228653,1009,32.53789100290229
812,5000_to_9999_renter_occupied_housing_units_2012,0.4317032457155993,0.001,40.105536548173795,0.4315640315118858,986,31.79619477587875
135,votes_gop_2020,0.43128077786260677,0.001,39.65657764965151,0.43114169989489876,876,28.248951950983553
1588,INDUSTRY_public_administration_total_2020,0.4310653709065957,0.001,42.38559285973252,0.4309263624025949,811,26.15285391809094
859,500_to_599_owner_occupied_housing_units_2012,0.4306677388256731,0.001,40.424797012904584,0.4305288585487219,961,30.990003224766205
240,65 years and over_total_2012,0.4297279672241601,0.001,39.25887671614512,0.4295893900015789,837,26.991293131247986
919,5000_to_9999_renter_occupied_housing_units_2016,0.4295334556602064,0.001,40.46093146342555,0.42939494116305704,964,31.086746210899708
930,25000_to_34999_owner_occupied_housing_units_2016,0.4294634360307948,0.001,41.79164749578056,0.42932494411333894,911,29.377620122541114
1154,bachelor's_degree_or_higher_total_2012,0.42896735197600083,0.001,40.41164755193648,0.42882902003405443,858,27.668494034182523
15,"Percent of adults with a bachelor's degree or higher, 2008-12",0.42869144857328323,0.001,39.590658666290594,0.4285532056037336,828,26.701064172847467
1488,INDUSTRY_public_administration_total_2016,0.42786495508432654,0.001,38.32572091150192,0.427726978639604,790,25.475653015156404
623,High_school_graduate_includes_equivalency_unemployment_rate_2012,0.42728158782692094,0.001,38.60360420679025,0.4271437995045001,1004,32.376652692679784
1388,INDUSTRY_public_administration_total_2012,0.42726842533356557,0.001,41.00884103749374,0.42713064125574096,778,25.088681070622382
1156,bachelor's_degree_or_higher_nonveterans_2012,0.4251677785435062,0.001,39.10972577378268,0.4250306718751594,863,27.829732344405027
350,85 years and over_total_2016,0.4251385108625,0.001,39.38247719912789,0.42500141363229593,909,29.31312479845211
1685,religion_evangelical_lutheran_church_in_america_adherents,0.4244690747752147,0.001,43.81526714862429,0.4243321934224977,1197,38.60045146726862
975,no_cash_rent_occupied_housing_units_2016,0.4239516924990384,0.001,39.22425078615178,0.42381497799000933,1005,32.40890035472429
1179,pct_korean_war_veterans_2016,0.42388969515164904,0.001,38.36889605840092,0.42375300063531496,815,26.281844566268948
1273,pct_korean_war_veterans_2020,0.42340932358709515,0.001,42.95958052175465,0.42327278397935986,837,26.991293131247986
1737,winner_2012_numeric,0.4231479482936659,0.001,38.039926019760465,0.4230114929733519,603,19.44534021283457
1557,INDUSTRY_public_administration_percent_2016,0.42307383696518164,0.001,39.94631557277879,0.42293740554403836,968,31.21573685907772
1288,75_years_and_over_veterans_2020,0.4228638337045485,0.001,41.30031676248212,0.4227274700045469,852,27.475008061915513
823,25000_to_34999_owner_occupied_housing_units_2012,0.42218051362117126,0.001,39.120449830305475,0.422044370275921,844,27.2170267655595
1055,2000_to_2499_renter_occupied_housing_units_2020,0.4209824082808257,0.001,46.41639709207544,0.4208466512965364,614,19.800064495324087
980,less_than_20000_renter_occupied_housing_units_2016,0.4208589613428427,0.001,39.66288873855695,0.4207232441673049,1007,32.47339567881329
511,75 to 79 years_male_2020,0.4208115066089958,0.001,38.324586332360724,0.4206758047365001,856,27.60399871009352
1701,religion_christian_churches_and_churches_of_christ_percent_adherents_of_total_adherents,0.4206325644080391,0.001,38.35168766249676,0.42049692024021973,875,28.216704288939056
266,Old-age dependency ratio_total_2012,0.42060891419403823,0.001,39.41450878380819,0.4204732776528599,872,28.119961302805546
983,less_than_20_percent_renter_occupied_housing_units_2016,0.4200732478804555,0.001,40.5063995390775,0.41993778407913973,901,29.055143502096097
1080,75000_or_more_owner_occupied_housing_units_2020,0.41926637478088796,0.001,38.33231801246948,0.4191311711772825,869,28.023218316672043
872,900_to_999_renter_occupied_housing_units_2012,0.419167941830758,0.001,38.630717167839535,0.4190327699694775,1058,34.118026443082876
923,15000_to_19999_occupied_housing_units_2016,0.4191642537824674,0.001,38.2090108131154,0.4190290831104964,954,30.764269590454692
691,With_own_children_under_18_years_labor_force_2016,0.4189965892013879,0.001,38.46081834653952,0.4188614725973243,1004,32.376652692679784
817,15000_to_19999_owner_occupied_housing_units_2012,0.41896001169547087,0.001,38.4168391793279,0.4188249068867978,989,31.892937762012252
594,White_alone_not_Hispanic_or_Latino_Total_2012,0.4186605648227718,0.001,38.92788933531148,0.41852555657871426,870,28.055465978716544
627,Some_college_or_associate's_degree_unemployment_rate_2012,0.4182803427527792,0.001,40.01968673426333,0.4181454571214497,1053,33.95678813286037
800,Some_college_or_associate's_degree_labor_force_2020,0.41744310010577773,0.001,37.938581313114234,0.4173084844656275,998,32.18316672041277
899,20000_to_34999_occupied_housing_units_2012,0.41681290800713816,0.001,38.255870546969504,0.41667849558920617,805,25.95936794582393
348,85 years and over_female_2016,0.4155577021417532,0.001,38.44941304639043,0.41542369449836664,905,29.184134150274105
517,75 years and over_male_2020,0.4153441363211964,0.001,40.446083890078334,0.4152101975477939,849,27.378265075782004
1197,65_to_74_years_veterans_2016,0.41529165649570626,0.001,39.11909912362993,0.4151577346458205,884,28.506933247339568
1200,75_years_and_over_veterans_2016,0.4152365862448887,0.001,38.922884801371886,0.4151026821538714,842,27.152531441470494
232,62 years and over_female_2012,0.4150568847060721,0.001,38.62492539493073,0.4149230385645996,793,25.572396001289903
1075,30_percent_or_more_renter_occupied_housing_units_2020,0.41492527558456727,0.001,45.73716640781354,0.4147914718839595,312,10.061270557884553
2,votes_gop_2012,0.41430912516481144,0.001,38.738482736619744,0.41417552015830883,853,27.50725572396001
674,White_alone_not_Hispanic_or_Latino_Total_2016,0.41406402918572804,0.001,38.6271559511655,0.4139305032169484,898,28.95840051596259
1170,with_any_disability_total_2012,0.41400196835061326,0.001,38.59815677944588,0.41386846239500186,899,28.990648178007095
1058,2500_to_2999_renter_occupied_housing_units_2020,0.413897744794173,0.001,37.33328001422358,0.4137642724482219,275,8.868107062237987
505,70 to 74 years_male_2020,0.41370245308187487,0.001,36.58809450181843,0.4135690437129352,865,27.894227668494032
1155,bachelor's_degree_or_higher_veterans_2012,0.41335711226765526,0.001,38.81239195583055,0.4132238142630543,782,25.21767171880039
1228,white_alone_not_hispanic_or_latino_nonveterans_2016,0.4130433780450683,0.001,39.101312701096255,0.41291018121241907,891,28.73266688165108
1226,white_alone_not_hispanic_or_latino_total_2016,0.41294133130783,0.001,37.65629660174857,0.41280816738286785,860,27.732989358271524
523,80 to 84 years_male_2020,0.41261130261801154,0.001,40.16266462701511,0.4124782451195859,817,26.34633989035795
343,75 years and over_male_2016,0.41255369812788734,0.001,37.69457823621444,0.412420659205563,900,29.022895840051593
854,300_to_399_renter_occupied_housing_units_2012,0.41204443650587275,0.001,37.52914400828557,0.4119115618085151,961,30.990003224766205
515,75 to 79 years_total_2020,0.4119568955416571,0.001,38.5599523452854,0.4118240490742138,828,26.701064172847467
499,65 years and over_male_2020,0.41030507151692897,0.001,41.2543673910929,0.41017275772411493,838,27.02354079329249
683,Male_labor_force_2016,0.4100173173620915,0.001,38.12875708061587,0.4098850963632647,1024,33.021605933569816
1274,pct_world_war_ii_veterans_2020,0.40994570841115063,0.001,39.04345479718859,0.40981351050453635,773,24.92744276039987
1079,75000_or_more_occupied_housing_units_2020,0.4097518993914406,0.001,39.70964540249571,0.4096197639837039,801,25.830377297645924
509,70 to 74 years_total_2020,0.4091350835153853,0.001,41.70328619448655,0.4090031470163476,867,27.95872299258304
1034,150000_or_more_renter_occupied_housing_units_2020,0.4085925249833372,0.001,39.09546651196054,0.4084607634467414,684,22.057400838439214
762,White_alone_not_Hispanic_or_Latino_Total_2020,0.4085757007967865,0.001,37.42336761702803,0.4084439446855977,962,31.022250886810703
889,less_than_20000_renter_occupied_housing_units_2012,0.4084387682755519,0.001,38.54146943992373,0.40830705632189973,1007,32.47339567881329
832,75000_to_99999_owner_occupied_housing_units_2012,0.4082007951844204,0.001,37.94537728118863,0.4080691599715264,975,31.44147049338923
1316,white_alone_not_hispanic_or_latino_nonveterans_2020,0.4078519231526263,0.001,37.40301144441177,0.407720400442806,901,29.055143502096097
1314,white_alone_not_hispanic_or_latino_total_2020,0.4077551520095161,0.001,37.71881421203833,0.40762366050612703,926,29.86133505320864
234,62 years and over_total_2012,0.4076629528324061,0.001,37.048571540354985,0.4075314910610961,809,26.08835859400194
748,75_years_and_over_Total_2020,0.4073524052837787,0.001,39.58900238064026,0.4072210436567927,840,27.088036117381492
1287,75_years_and_over_total_2020,0.4073524052837787,0.001,40.647318444995726,0.4072210436567927,779,25.12092873266688
521,75 years and over_total_2020,0.4073524052837787,0.001,39.680123823648394,0.4072210436567927,797,25.70138664946791
519,75 years and over_percent female_2020,0.40699532428199225,0.001,36.01254047383177,0.4068640778052809,832,26.830054821025474
1457,INDUSTRY_public_administration_percent_2012,0.4067262012095442,0.001,36.55444851268035,0.4065950415187317,965,31.118993872944213
487,62 years and over_male_2020,0.40649758011319365,0.001,39.18620997037151,0.4063664941473396,818,26.37858755240245
229,60 years and over_female_2012,0.40612021287701106,0.001,37.22836765736596,0.40598924860326807,825,26.604321186713964
645,35_to_44_years_employed_2016,0.4060878571866145,0.001,38.899743347115454,0.4059569033468252,971,31.31247984521122
1072,20_to_29_percent_renter_occupied_housing_units_2020,0.40594750399910967,0.001,45.16385066113492,0.4058165954199419,712,22.96033537568526
130,total_votes_2016,0.40593776713491636,0.001,40.04760013433829,0.40580686169565966,822,26.507578200580458
1577,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_total_2020,0.405642689162569,0.001,37.538594056163255,0.4055118788790597,649,20.92873266688165
603,Male_labor_force_2012,0.405539875652892,0.001,36.07470229755189,0.4054090985243359,1068,34.44050306352789
1325,high_school_graduate_includes_equivalency_veterans_2020,0.4053200015952239,0.001,38.71568420952444,0.4051892953709106,887,28.603676233473074
481,60 years and over_male_2020,0.4052302146799077,0.001,40.06530356665772,0.40509953740977567,849,27.378265075782004
504,70 to 74 years_female_2020,0.40487415356844886,0.001,37.710035212101154,0.40474359111970054,851,27.44276039987101
503,65 years and over_total_2020,0.40467361218137626,0.001,37.4358729197252,0.40454311440253676,841,27.12028377942599
943,100000_to_149999_renter_occupied_housing_units_2016,0.40460737046206213,0.001,37.33685364312309,0.4044768940446284,754,24.31473718155434
1238,high_school_graduate_includes_equivalency_veterans_2016,0.40455563561182384,0.001,37.24365628350585,0.4044251758776698,903,29.119638826185103
771,Male_labor_force_2020,0.4044508644260022,0.001,37.11664101184855,0.4043204384781061,1058,34.118026443082876
529,85 years and over_male_2020,0.4043408009094746,0.001,43.09703439730244,0.40421041045448936,798,25.733634311512414
239,65 years and over_male_2012,0.4043191490601606,0.001,37.76110769514632,0.4041887655873904,893,28.797162205740083
510,75 to 79 years_female_2020,0.4043010996533093,0.001,40.26774385086162,0.4041707220010509,798,25.733634311512414
527,80 to 84 years_total_2020,0.4041417694515275,0.001,40.386785568886964,0.4040114431795342,813,26.217349242179942
1196,65_to_74_years_total_2016,0.40400682860383275,0.001,40.60963821941098,0.40387654584710797,842,27.152531441470494
659,65_to_74_years_Total_2016,0.40400682860383275,0.001,37.584793127831084,0.40387654584710797,834,26.894550145114483
618,Less_than_high_school_graduate_labor_force_2012,0.40393494713574246,0.001,37.94443271752371,0.40380468755911053,990,31.925185424056757
170,"Two races excluding Some other race, and three or more races_2020",0.4032203058167794,0.001,42.18228891131624,0.40309027669526487,875,28.216704288939056
1227,white_alone_not_hispanic_or_latino_veterans_2016,0.4032198364112814,0.001,38.898208176120036,0.40308980744113915,851,27.44276039987101
1477,INDUSTRY_agriculture_forestry_fishing_and_hunting_and_mining_total_2016,0.40306284827415534,0.001,42.46853591956177,0.40293286992901695,720,23.21831667204128
1717,religion_african_methodist_episcopal_church_percent_adherents_of_total_population,0.40297051780336185,0.001,37.63758474681782,0.40284056923264155,296,9.545307965172526
